id,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-size,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,habitat
2256,e,f,y,n,n,f,b,u,t,w,w,w,d
2257,e,x,f,g,n,f,b,w,t,p,g,w,d
2258,e,x,y,e,n,f,b,u,t,p,w,w,d
2259,e,x,y,n,n,f,b,n,t,p,p,w,d
2260,e,f,s,g,n,f,b,n,t,w,w,w,g
2261,e,x,f,,n,f,b,w,t,w,p,w,d
2262,e,f,f,n,n,f,b,n,t,w,g,w,d
2263,e,x,y,e,n,f,b,w,t,p,p,w,d
2264,e,x,y,e,n,f,b,w,t,p,g,w,d
2265,e,x,y,n,n,f,b,n,t,p,w,w,d
2266,e,f,s,w,n,f,b,h,t,w,w,w,g
2267,e,x,y,n,n,f,b,p,t,g,g,w,d
2268,e,x,y,e,n,f,b,p,t,w,w,w,d
2269,e,x,f,g,n,f,b,p,t,p,g,w,d
2270,e,f,f,g,n,f,b,n,t,p,w,w,d
2271,e,f,f,n,n,f,b,n,t,w,w,w,g
2272,e,f,f,g,n,f,b,n,t,w,p,w,d
2273,e,x,y,e,n,f,b,u,t,g,w,w,d
2274,e,f,f,g,n,f,b,n,t,w,g,w,d
2275,e,x,y,n,n,f,b,u,t,w,p,w,d
2276,e,x,f,e,n,f,b,u,t,p,g,w,d
2277,e,x,f,n,n,f,b,w,t,w,p,w,d
2278,e,x,f,g,n,f,b,n,t,w,w,w,d
2279,e,f,f,g,n,f,b,w,t,g,w,w,d
2280,e,x,f,n,n,f,b,p,t,p,g,w,d
2281,e,x,y,n,n,f,b,u,t,p,g,w,d
2282,e,x,f,e,n,f,b,p,t,w,g,w,d
2283,e,f,f,g,n,f,b,n,t,w,g,w,d
2284,e,x,y,n,n,f,b,p,t,w,p,w,d
2285,p,x,s,p,c,f,n,n,e,w,w,w,
2286,e,f,y,g,n,f,b,w,t,g,w,w,d
2287,e,f,f,n,n,f,b,p,t,w,g,w,d
2288,p,f,s,n,p,f,n,p,e,w,w,w,u
2289,e,x,y,n,n,f,b,u,t,w,g,w,d
2290,e,x,y,g,n,f,b,u,t,g,g,w,d
2291,e,x,y,e,n,f,b,n,t,g,g,w,d
2292,e,x,y,e,n,f,b,n,t,p,w,w,d
2293,e,x,y,e,n,f,b,p,t,w,g,w,d
2294,e,x,f,g,n,f,b,p,t,p,g,w,d
2295,e,f,s,w,n,f,b,n,t,w,w,w,g
2296,e,x,y,g,n,f,b,p,t,w,p,w,d
2297,e,x,f,n,n,f,b,p,t,w,w,w,g
2298,e,x,f,n,n,f,b,w,t,g,p,w,d
2299,e,x,y,g,n,f,b,p,t,p,p,w,d
2300,e,x,y,e,n,f,b,p,t,w,p,w,d
2301,e,x,y,n,n,f,b,u,t,g,p,w,d
2302,e,,f,g,n,f,b,w,t,p,w,w,d
2303,e,x,f,g,n,f,b,w,t,p,w,w,d
2304,e,x,y,,n,f,b,w,t,p,g,w,d
2305,e,x,y,g,n,f,b,n,t,p,p,w,d
2306,e,f,y,g,n,f,b,p,t,g,g,w,d
2307,e,x,f,e,n,f,b,p,t,w,w,w,d
2308,e,x,y,e,n,f,b,n,t,g,w,w,d
2309,e,x,f,n,n,f,b,w,t,p,w,w,d
2310,e,x,f,n,n,f,b,w,t,p,p,w,d
2311,e,f,f,n,n,f,b,n,t,g,g,w,d
2312,e,f,f,n,n,f,b,p,t,p,p,w,d
2313,e,x,y,g,n,f,b,u,t,p,p,w,d
2314,e,x,f,e,n,f,b,w,t,w,g,w,d
2315,e,f,y,n,n,f,b,w,t,p,g,w,d
2316,e,x,y,e,n,f,b,p,t,w,w,w,d
2317,e,f,y,n,n,f,b,w,t,w,p,w,d
2318,e,x,y,g,n,f,b,p,t,w,w,w,d
2319,e,f,f,n,n,f,b,n,t,p,w,w,d
2320,e,x,y,g,n,f,b,w,t,g,p,w,d
2321,e,x,y,e,n,f,b,w,t,p,p,w,d
2322,e,x,y,n,n,f,b,p,t,w,g,w,d
2323,e,x,f,g,n,f,b,w,t,w,p,w,d
2324,e,x,f,e,n,f,b,u,t,w,g,w,d
2325,e,x,f,n,n,f,,u,t,p,p,w,d
2326,e,f,f,n,n,f,b,w,t,g,w,w,d
2327,e,f,y,g,n,f,b,u,t,p,p,w,d
2328,e,x,f,n,n,f,b,w,t,p,w,w,d
2329,e,x,y,e,n,f,b,w,t,p,w,w,d
2330,e,f,f,n,n,f,b,w,t,p,g,w,d
2331,e,x,y,n,n,f,b,w,t,g,p,w,d
2332,e,f,f,n,n,f,b,n,t,w,p,w,d
2333,e,x,y,e,n,f,b,u,t,w,g,w,d
2334,e,x,y,e,n,f,b,u,t,p,g,w,d
2335,e,x,f,g,n,f,b,w,t,g,g,w,d
2336,e,x,f,g,n,f,b,p,t,w,p,w,d
2337,e,f,f,e,n,f,b,u,t,w,p,w,d
2338,e,x,f,n,n,f,b,w,t,w,g,w,d
2339,e,x,y,e,n,f,b,n,t,p,p,w,d
2340,e,x,y,g,n,f,b,u,t,p,w,w,d
2341,e,x,y,g,n,f,b,u,t,w,p,w,d
2342,e,x,f,e,n,f,b,u,t,p,w,w,d
2343,e,f,f,n,n,f,b,w,t,w,w,w,d
2344,e,x,y,n,n,f,b,p,t,p,p,w,d
2345,e,x,y,g,n,f,b,u,t,g,p,w,d
2346,e,x,f,w,n,f,b,h,t,w,w,w,g
2347,e,f,y,g,n,f,b,w,t,g,g,w,d
2348,e,f,s,g,n,f,b,n,t,w,w,w,g
2349,e,f,f,n,n,f,b,u,t,g,w,w,d
2350,e,x,y,e,n,f,b,w,t,w,w,w,d
2351,p,f,y,w,p,f,n,w,e,w,w,w,u
2352,e,x,y,g,n,f,b,n,t,w,g,w,d
2353,e,f,f,n,n,f,b,w,t,w,w,w,d
2354,e,x,f,g,n,f,b,w,t,g,g,w,d
2355,e,x,f,e,n,f,b,n,t,p,g,w,d
2356,e,f,f,g,n,f,b,n,t,g,w,w,d
2357,e,x,y,n,,f,b,p,t,p,g,w,d
2358,e,x,y,e,n,f,b,n,t,p,w,w,d
2359,e,x,y,n,n,f,b,n,t,p,g,w,d
2360,e,x,y,n,n,f,b,n,t,w,w,w,d
2361,e,f,f,n,n,f,b,p,t,g,w,w,d
2362,e,x,y,g,n,f,b,u,t,g,p,w,d
2363,e,x,y,n,n,f,b,n,t,w,p,w,d
2364,e,x,f,e,n,,b,w,t,w,g,w,d
2365,e,f,f,n,n,f,b,p,t,p,g,w,d
2366,e,x,f,e,n,f,b,n,t,w,w,w,d
2367,e,f,s,w,n,f,b,k,t,w,w,w,g
2368,e,x,y,n,n,f,b,n,t,g,w,w,d
2369,e,x,f,g,n,f,b,w,t,g,g,w,d
2370,e,x,f,n,n,f,b,w,t,p,w,w,d
2371,e,x,f,e,n,f,b,p,t,g,g,w,d
2372,e,f,f,n,n,f,b,n,t,g,p,w,d
2373,e,x,f,n,n,f,b,u,t,w,p,w,d
2374,e,x,y,n,n,f,b,p,t,w,g,w,d
2375,p,f,s,w,p,f,n,w,e,w,w,w,u
2376,e,x,f,g,n,f,b,w,t,g,g,w,d
2377,e,f,s,w,n,f,b,k,t,w,w,w,g
2378,e,x,s,g,n,f,b,p,t,w,w,w,g
2379,e,x,f,g,n,f,b,p,t,p,g,w,d
2380,e,f,f,n,n,f,b,n,t,p,g,w,d
2381,e,x,f,e,n,f,b,n,t,g,g,w,d
2382,e,x,y,g,n,f,b,n,t,p,g,w,d
2383,e,f,f,n,n,f,b,u,t,w,g,w,d
2384,e,x,f,n,n,f,b,w,t,p,p,w,
2385,p,x,f,g,f,f,b,h,e,n,n,w,d
2386,e,x,y,e,n,f,b,w,t,g,g,w,d
2387,e,x,f,n,n,f,b,h,t,w,w,w,g
2388,p,x,s,w,p,f,n,n,e,w,w,w,g
2389,e,x,y,g,n,f,b,p,t,p,p,w,d
2390,e,f,f,n,n,f,b,n,t,w,w,w,d
2391,e,x,f,n,n,f,b,p,t,g,p,w,d
2392,e,x,y,g,n,f,b,u,t,p,w,w,d
2393,e,x,y,g,n,f,b,w,t,p,p,w,d
2394,e,f,f,n,n,f,b,u,t,p,p,w,d
2395,e,f,f,n,n,f,b,u,t,g,w,w,d
2396,e,x,f,g,n,f,b,u,t,w,g,w,d
2397,e,f,f,g,n,f,b,n,t,g,p,w,d
2398,e,x,y,e,n,f,b,u,t,g,g,w,d
2399,e,x,f,e,n,f,b,n,t,w,w,w,d
2400,p,x,s,w,p,f,n,n,e,w,w,w,g
2401,e,f,f,g,n,f,b,n,t,w,w,w,d
2402,e,x,f,g,n,f,b,p,t,g,p,w,
2403,e,f,y,e,n,f,b,w,t,w,p,w,d
2404,e,f,y,g,n,f,b,p,t,p,p,w,d
2405,e,x,y,n,n,f,b,w,t,w,w,w,d
2406,e,x,y,e,n,f,b,w,t,g,w,w,d
2407,e,x,f,e,n,f,b,w,t,w,w,w,d
2408,e,x,y,e,n,f,b,w,t,g,w,w,d
2409,e,f,f,g,,f,b,n,t,p,g,w,d
2410,e,x,f,g,n,f,b,p,t,w,w,w,d
2411,e,f,f,n,n,f,b,p,t,w,p,w,d
2412,e,x,y,n,n,f,,p,t,p,p,w,d
2413,e,x,y,g,n,f,b,n,t,p,p,w,d
2414,e,x,f,g,n,f,b,u,t,p,p,w,d
2415,e,x,y,n,n,f,b,p,t,p,p,w,d
2416,e,f,f,n,n,f,b,w,t,g,p,w,d
2417,e,x,y,n,n,f,b,u,t,g,w,w,
2418,e,x,y,n,n,f,b,p,t,p,g,w,d
2419,e,f,f,n,n,f,b,p,t,p,g,w,d
2420,e,x,f,n,n,f,b,u,t,p,g,w,d
2421,e,x,f,n,n,f,b,p,t,g,w,w,d
2422,e,x,y,n,n,f,b,p,t,g,p,w,d
2423,e,f,f,g,n,f,b,n,t,p,p,w,d
2424,e,x,f,e,n,f,b,u,t,w,w,w,d
2425,e,f,f,n,n,f,b,p,t,g,g,w,d
2426,p,x,s,p,c,f,n,g,e,w,w,w,d
2427,e,x,f,e,n,f,,u,t,p,p,w,d
2428,e,f,f,n,n,f,b,w,t,p,g,w,d
2429,e,x,f,n,n,f,b,w,t,p,p,w,d
2430,e,f,f,e,n,f,b,u,t,p,g,w,d
2431,e,x,y,e,n,f,,n,t,w,g,w,d
2432,e,,f,g,n,f,b,w,t,w,g,w,d
2433,e,x,f,g,n,f,b,n,t,p,w,w,d
2434,e,x,f,g,n,f,b,p,t,g,w,w,d
2435,e,x,f,g,n,f,b,u,t,p,g,w,d
2436,e,f,f,g,n,f,b,p,t,w,g,w,d
2437,e,x,f,e,n,f,b,u,t,w,g,w,d
2438,e,f,y,n,n,f,b,p,t,p,g,w,d
2439,e,f,y,e,n,f,b,,t,g,w,w,d
2440,e,x,y,g,n,f,b,u,t,w,w,w,d
2441,e,x,y,g,n,f,b,w,t,p,p,w,d
2442,e,x,f,g,n,f,b,n,t,p,w,w,d
2443,p,x,f,g,f,f,b,h,e,b,b,w,g
2444,e,x,y,n,n,f,b,u,t,w,p,,d
2445,e,x,y,e,n,f,b,p,t,g,p,w,d
2446,e,x,f,n,n,f,b,w,t,p,g,w,d
2447,e,f,f,n,n,f,b,p,t,w,w,w,d
2448,e,f,f,n,n,f,b,p,t,p,w,w,d
2449,e,f,f,g,n,f,,n,t,w,w,w,d
2450,e,f,f,g,n,f,b,p,t,p,w,w,d
2451,e,x,y,g,n,f,b,w,t,p,p,w,d
2452,e,x,f,g,n,f,b,k,t,w,w,w,g
2453,e,x,y,g,n,f,b,n,t,w,w,w,d
2454,e,x,f,e,n,f,b,p,t,w,p,w,d
2455,e,f,f,n,n,f,b,p,t,p,p,w,d
2456,e,x,y,e,n,f,b,n,t,g,w,w,d
2457,e,x,f,g,n,f,b,p,t,w,w,w,d
2458,e,x,f,n,n,f,b,p,t,g,g,w,d
2459,e,x,y,e,n,f,b,w,t,w,p,w,d
2460,e,x,f,n,n,f,b,w,t,w,p,w,d
2461,e,f,f,g,n,f,b,p,t,w,w,w,d
2462,e,x,y,g,n,f,b,n,t,g,w,w,d
2463,e,x,y,g,n,f,b,u,t,w,p,w,d
2464,e,f,f,n,n,f,b,u,t,p,w,w,d
2465,e,x,f,g,n,f,b,p,t,g,g,w,d
2466,e,f,f,n,n,f,b,p,t,g,p,w,d
2467,e,x,y,e,n,f,b,p,t,p,w,w,d
2468,e,x,f,n,n,f,b,u,t,p,p,w,d
2469,e,x,y,g,n,f,b,w,t,g,p,w,d
2470,e,f,f,g,n,f,b,p,t,w,g,w,d
2471,e,x,f,g,n,f,b,p,t,w,g,w,d
2472,e,x,f,n,n,f,b,w,t,g,g,w,d
2473,e,x,y,,n,f,b,w,t,p,w,w,d
2474,e,x,y,g,n,f,b,p,t,w,p,w,d
2475,e,x,y,e,n,f,b,n,t,w,p,w,d
2476,e,x,y,n,n,f,b,w,,p,g,w,d
2477,e,x,y,g,n,f,b,u,t,w,g,w,d
2478,p,f,y,n,p,f,n,k,e,w,w,w,u
2479,e,x,s,g,n,f,b,n,t,w,w,w,g
2480,e,x,f,g,n,f,b,u,t,g,p,w,d
2481,e,x,f,e,n,f,b,n,t,w,g,w,d
2482,p,x,s,p,c,f,n,u,e,w,w,w,d
2483,e,x,y,n,n,f,b,w,t,p,p,w,d
2484,e,x,f,e,n,f,b,p,t,w,g,w,d
2485,e,x,y,n,n,f,b,p,t,w,w,w,d
2486,e,x,y,e,n,f,b,u,t,p,g,w,d
2487,e,x,s,w,n,f,b,k,t,w,w,w,g
2488,e,f,f,g,n,f,b,p,t,g,p,w,d
2489,e,x,y,g,n,f,b,n,t,g,p,w,d
2490,e,x,y,g,n,f,b,n,t,p,p,w,d
2491,e,x,f,e,n,f,b,n,t,g,w,w,d
2492,e,x,y,g,n,f,b,n,t,p,w,w,d
2493,e,x,y,g,n,f,b,w,t,w,p,w,d
2494,e,x,f,e,n,f,b,p,t,g,p,w,d
2495,p,f,y,w,p,f,n,p,e,w,w,w,u
2496,e,f,f,n,n,f,b,u,t,w,w,w,d
2497,e,x,f,e,n,f,b,w,t,g,w,w,d
2498,e,x,f,e,n,f,b,n,t,p,p,w,d
2499,e,x,y,g,n,f,b,p,t,w,g,w,
2500,e,f,s,w,n,f,b,h,t,w,w,w,g
2501,e,x,f,n,n,f,b,k,t,w,w,w,g
2502,e,x,f,n,n,f,b,w,t,p,p,w,d
2503,e,f,f,n,n,f,b,n,t,p,g,w,d
2504,e,x,y,e,n,f,b,p,t,w,g,w,d
2505,e,x,y,e,n,f,b,u,t,p,p,w,d
2506,e,x,y,e,n,f,b,p,t,p,w,w,d
2507,e,f,f,n,n,f,b,w,t,w,p,,d
2508,e,x,f,g,n,f,b,w,t,w,w,w,d
2509,e,f,f,n,n,f,b,w,t,w,g,w,d
2510,e,f,f,e,n,f,b,n,t,w,p,w,d
2511,e,x,y,e,n,f,b,w,t,p,p,w,d
2512,p,x,s,w,c,f,n,p,e,w,w,w,d
2513,e,f,f,n,n,f,b,u,t,p,p,w,d
2514,e,f,f,g,n,f,b,p,t,p,p,w,d
2515,e,f,f,n,n,f,b,u,t,w,w,w,d
2516,e,x,y,n,n,f,b,p,t,p,g,w,d
2517,e,x,f,e,n,f,b,w,t,g,p,w,d
2518,e,f,s,w,n,f,b,n,t,w,w,w,g
2519,e,x,y,g,n,f,b,u,t,p,p,w,d
2520,e,x,f,e,n,f,b,p,t,p,p,w,d
2521,e,f,f,n,n,f,b,n,t,w,g,w,d
2522,e,f,f,n,n,f,b,p,t,w,g,w,d
2523,e,x,y,n,n,f,b,n,t,g,w,w,d
2524,e,x,y,g,n,f,b,n,t,w,p,w,d
2525,e,x,y,n,n,f,b,n,t,w,w,w,d
2526,e,x,f,g,n,f,b,u,t,p,w,w,d
2527,e,x,y,n,n,f,b,w,t,,w,w,d
2528,e,x,y,n,n,f,b,p,t,w,p,w,d
2529,e,f,f,n,n,f,b,p,t,p,w,w,d
2530,e,x,y,g,n,f,b,n,t,w,p,w,d
2531,e,x,y,e,n,f,b,w,t,p,p,w,d
2532,e,x,y,n,n,,b,n,t,p,p,w,d
2533,p,x,f,g,f,f,b,g,e,n,b,w,p
2534,e,f,f,g,n,f,b,u,t,p,p,w,d
2535,e,,y,e,n,f,b,u,t,g,g,w,d
2536,p,x,f,,f,f,b,h,e,p,b,w,d
2537,e,x,y,e,n,f,b,n,t,w,w,w,d
2538,e,x,f,e,n,f,b,n,t,w,g,w,d
2539,p,x,f,g,f,f,b,h,e,b,n,w,d
2540,p,x,f,p,c,f,n,n,e,w,w,w,d
2541,e,x,f,g,n,f,b,u,t,w,w,w,d
2542,e,f,f,g,n,f,b,p,t,p,g,w,d
2543,e,x,f,g,n,f,b,u,t,w,p,w,d
2544,e,x,y,g,n,f,b,w,t,w,p,w,d
2545,e,x,y,g,n,f,b,n,t,w,g,w,d
2546,e,f,f,g,n,f,b,n,t,g,g,w,d
2547,e,x,f,g,n,f,b,w,t,w,p,w,d
2548,e,x,f,e,n,f,b,p,t,g,p,w,d
2549,e,x,f,n,n,f,b,w,t,w,w,w,d
2550,e,x,y,n,n,f,b,u,t,p,g,w,d
2551,e,f,f,n,n,f,b,p,t,w,g,w,d
2552,e,f,f,n,n,f,b,u,t,p,w,w,d
2553,e,f,f,g,n,f,b,n,t,p,g,w,d
2554,e,x,f,g,n,f,b,p,t,w,g,w,d
2555,e,x,y,n,n,f,b,u,t,p,p,w,d
2556,e,x,y,e,n,f,b,w,t,p,g,w,d
2557,e,f,f,,n,f,b,u,t,p,g,w,d
2558,e,x,y,g,n,f,b,n,t,p,w,w,d
2559,e,x,y,n,n,,b,u,t,p,g,w,d
2560,p,x,f,w,c,f,n,g,e,w,w,w,d
2561,e,f,f,n,n,f,b,u,t,w,p,w,d
2562,e,x,y,e,n,f,b,w,t,p,w,w,d
2563,e,x,y,n,n,f,b,n,t,g,g,w,d
2564,e,f,f,g,n,f,b,n,t,p,p,w,d
2565,e,x,f,e,n,f,b,w,t,w,p,w,d
2566,p,x,f,g,f,f,b,p,e,b,p,w,d
2567,e,x,y,e,n,f,b,n,t,w,p,w,d
2568,e,f,f,g,n,f,b,p,t,g,g,w,d
2569,e,f,y,e,n,f,b,w,t,w,w,w,d
2570,e,x,f,e,n,f,b,p,t,p,p,w,d
2571,p,x,f,g,f,f,b,p,e,b,p,w,g
2572,e,x,y,n,n,,b,w,t,w,g,w,d
2573,e,x,y,n,n,f,b,p,t,g,p,w,d
2574,e,x,y,n,n,f,b,p,t,g,w,w,d
2575,e,x,y,n,n,f,b,n,t,w,w,w,d
2576,e,x,y,g,n,f,b,u,t,w,g,w,d
2577,e,x,y,n,n,f,b,n,t,w,g,w,d
2578,e,x,f,g,n,f,b,,t,g,g,w,d
2579,e,x,y,e,n,f,b,n,t,p,p,w,d
2580,e,x,y,e,n,f,b,n,t,p,w,w,d
2581,e,x,y,g,n,f,b,p,t,p,g,w,d
2582,e,f,f,e,n,f,b,n,t,w,g,w,d
2583,e,f,f,n,n,f,b,n,t,p,p,w,d
2584,e,f,f,n,n,f,b,w,t,w,g,w,d
2585,e,x,y,g,n,f,b,p,t,p,p,w,d
2586,e,x,y,g,n,f,b,w,t,p,g,w,d
2587,e,x,f,e,n,f,b,u,t,p,g,w,d
2588,e,f,f,n,n,f,b,w,t,g,g,w,d
2589,e,f,f,n,n,f,b,p,t,p,g,w,d
2590,e,x,y,e,n,f,b,p,t,g,p,w,d
2591,e,x,y,n,n,f,b,n,t,p,w,w,d
2592,e,f,f,n,n,f,b,p,t,w,w,w,d
2593,e,f,f,n,n,f,b,w,t,p,p,w,d
2594,p,x,f,g,f,f,b,g,e,b,n,w,p
2595,e,x,f,g,n,f,b,n,t,w,w,w,d
2596,e,x,y,n,n,f,b,w,t,g,g,w,d
2597,e,x,f,g,n,f,b,n,t,w,g,w,d
2598,e,x,f,g,n,f,b,n,t,p,p,w,d
2599,e,x,y,g,n,f,b,w,t,g,w,w,d
2600,e,f,f,n,n,f,b,u,t,w,w,w,d
2601,e,f,f,g,n,f,b,n,t,g,g,w,d
2602,e,x,y,n,n,f,b,n,t,p,g,w,d
2603,e,x,f,e,n,f,b,w,t,p,w,w,d
2604,e,f,f,n,n,f,b,n,t,g,w,w,d
2605,p,x,f,,f,f,b,g,e,p,n,w,p
2606,e,x,f,e,n,f,b,p,t,p,w,w,d
2607,e,f,f,n,n,f,b,n,t,g,g,w,d
2608,e,x,f,e,n,f,b,n,t,w,p,w,d
2609,e,x,f,e,n,f,b,n,t,w,g,w,d
2610,e,x,y,e,n,f,b,p,t,p,p,w,d
2611,e,f,y,g,n,f,b,w,t,p,w,w,d
2612,e,f,f,n,n,f,b,u,t,w,g,w,d
2613,e,x,f,g,n,f,b,n,t,g,g,w,d
2614,e,f,f,g,n,f,b,p,t,p,g,w,d
2615,e,x,y,n,n,f,b,w,t,w,p,w,d
2616,e,x,y,g,n,f,b,p,t,w,w,w,d
2617,e,x,y,g,n,f,b,u,t,g,w,w,d
2618,e,x,f,n,n,f,b,w,t,w,w,w,d
2619,e,x,y,e,n,f,b,p,t,g,g,w,d
2620,e,f,f,n,n,f,b,u,t,g,g,w,d
2621,e,x,y,e,n,f,b,n,t,p,p,w,d
2622,e,x,f,n,n,f,b,n,t,w,g,w,d
2623,e,f,f,n,n,f,b,u,t,p,g,w,d
2624,e,x,y,e,n,f,b,p,t,g,g,w,d
2625,e,x,f,g,n,f,b,w,t,w,g,w,d
2626,e,x,y,n,n,f,b,p,t,w,w,w,d
2627,p,x,f,g,c,f,n,g,e,w,w,w,d
2628,e,f,f,g,n,f,b,n,t,p,p,w,d
2629,e,x,f,n,n,f,b,w,t,g,g,w,d
2630,e,f,s,n,n,f,b,p,t,w,w,w,g
2631,e,f,f,n,n,f,b,w,t,g,w,w,d
2632,e,x,y,g,n,f,b,n,t,p,w,w,d
2633,e,f,y,g,n,f,b,w,t,g,g,w,d
2634,e,x,y,g,n,f,b,w,t,w,w,w,d
2635,e,f,y,e,n,f,b,p,t,p,g,w,d
2636,e,x,y,g,n,f,,n,t,p,g,w,d
2637,e,x,f,g,n,f,b,n,t,p,g,w,d
2638,e,f,f,g,n,f,b,n,t,p,g,w,d
2639,e,x,y,n,n,f,b,p,t,g,g,w,d
2640,e,f,f,n,n,f,b,u,t,g,g,w,d
2641,e,x,y,e,n,f,b,p,t,p,w,,d
2642,e,x,y,e,n,f,b,w,t,w,w,w,d
2643,e,f,y,n,n,f,b,u,t,g,g,w,d
2644,e,x,y,n,n,f,b,w,t,p,p,w,d
2645,e,x,f,g,n,f,b,u,t,g,w,w,d
2646,e,f,f,g,n,f,,p,t,g,p,w,d
2647,e,f,f,w,n,f,b,h,t,w,w,w,g
2648,e,x,y,n,n,f,b,p,t,w,g,w,d
2649,e,x,f,g,n,f,b,u,t,g,g,w,d
2650,e,f,y,e,n,f,b,n,t,p,g,w,d
2651,e,x,f,e,n,f,b,w,t,g,g,w,d
2652,e,x,y,n,n,f,b,u,t,g,g,w,d
2653,e,f,y,n,n,f,b,w,t,p,w,w,d
2654,e,x,y,g,n,f,b,p,t,p,g,w,d
2655,e,f,f,n,n,f,b,w,t,w,w,w,d
2656,e,x,y,e,n,f,b,u,t,w,w,w,d
2657,e,x,y,e,n,f,b,p,t,g,g,w,d
2658,e,x,y,e,n,f,b,w,t,p,w,,d
2659,e,x,f,e,n,f,b,w,t,p,w,w,d
2660,e,x,f,e,n,f,b,p,t,g,w,w,d
2661,e,,f,e,n,f,b,p,t,g,g,w,d
2662,e,f,f,n,n,f,b,p,t,g,p,w,d
2663,e,x,f,g,n,f,b,n,t,g,p,w,d
2664,e,x,f,g,n,f,b,p,t,p,w,w,d
2665,e,x,y,g,n,f,b,u,t,p,g,w,d
2666,e,x,y,n,n,f,b,n,t,w,g,w,d
2667,e,x,f,e,n,f,b,n,t,g,g,w,d
2668,e,x,f,e,n,f,b,w,t,g,g,w,d
2669,e,x,f,g,n,f,b,u,t,g,p,w,d
2670,e,x,f,e,n,f,b,w,t,p,p,w,d
2671,e,f,f,n,n,f,b,n,t,p,w,w,d
2672,e,x,f,e,n,f,b,p,t,p,g,w,d
2673,e,f,f,n,n,f,b,w,t,w,p,w,d
2674,e,f,f,n,n,f,b,w,t,g,g,w,d
2675,e,f,f,n,n,f,b,u,t,p,p,w,d
2676,e,x,f,g,n,f,b,n,t,w,p,w,d
2677,e,x,f,e,n,f,b,u,t,p,p,w,d
2678,e,x,y,e,n,f,b,u,t,p,w,w,d
2679,e,f,f,g,n,f,b,n,t,p,p,w,d
2680,e,f,f,n,n,f,b,p,t,p,p,w,d
2681,e,x,y,n,n,f,b,n,t,g,p,w,d
2682,e,f,f,n,n,f,b,u,t,p,g,w,d
2683,p,x,f,p,c,f,n,p,e,w,w,w,d
2684,e,x,f,e,n,f,b,p,t,w,w,w,d
2685,e,x,f,n,n,f,b,w,t,w,w,w,d
2686,e,x,y,e,n,f,b,w,t,g,p,w,d
2687,e,f,f,n,n,f,b,n,t,g,p,w,d
2688,e,f,f,n,n,f,b,w,t,g,g,w,d
2689,e,x,y,g,n,f,b,w,t,p,w,w,d
2690,e,f,,n,n,f,b,n,t,w,w,w,g
2691,e,x,y,g,n,f,b,w,t,p,g,w,d
2692,e,x,y,n,n,f,b,w,t,w,p,w,d
2693,e,x,y,n,n,f,b,p,t,p,w,w,d
2694,e,f,f,g,n,f,b,p,t,w,g,w,d
2695,e,x,f,e,n,f,b,n,t,g,g,w,d
2696,e,f,f,n,n,f,b,p,t,g,p,w,d
2697,p,x,f,g,f,f,b,h,e,b,p,w,g
2698,e,x,y,e,n,f,b,w,t,w,w,w,d
2699,e,x,f,g,n,f,b,u,t,p,g,w,d
2700,e,x,f,e,n,f,b,n,t,p,w,w,d
2701,e,x,f,e,n,f,b,n,,p,g,w,d
2702,e,x,y,e,n,f,b,n,t,g,w,w,d
2703,e,f,f,n,n,f,b,w,t,w,g,w,d
2704,e,f,f,n,n,f,b,u,t,g,p,w,d
2705,e,x,y,n,n,f,b,w,t,w,g,w,d
2706,e,x,f,e,n,f,b,u,t,g,w,w,d
2707,e,x,y,e,n,f,b,w,t,p,g,w,d
2708,e,x,y,n,n,f,b,n,t,p,g,w,d
2709,e,x,y,g,n,f,b,u,t,w,w,w,d
2710,e,x,y,n,n,f,b,u,t,g,w,w,d
2711,e,x,y,e,n,f,b,p,t,,p,w,d
2712,e,x,f,e,n,f,b,u,t,g,p,w,d
2713,e,x,f,e,n,f,b,u,t,w,p,w,d
2714,e,x,y,e,n,f,b,p,t,w,g,w,d
2715,e,x,y,n,n,f,b,p,t,g,w,w,d
2716,e,x,f,e,n,f,b,p,t,p,p,w,d
2717,e,f,f,e,n,f,b,w,t,g,p,w,d
2718,e,f,f,n,n,f,b,w,t,,w,w,d
2719,e,x,y,e,n,f,b,u,t,w,w,w,d
2720,e,x,f,n,n,f,b,u,t,g,,w,d
2721,e,x,y,e,n,f,b,n,t,g,p,w,d
2722,e,f,f,g,n,f,b,p,t,g,p,w,d
2723,e,x,y,n,n,f,b,p,t,g,w,w,d
2724,e,f,y,e,n,f,b,n,t,p,p,w,d
2725,e,x,y,n,n,f,b,u,t,g,p,w,d
2726,e,x,y,e,n,f,b,p,t,p,g,w,d
2727,e,x,y,g,n,f,b,u,t,p,g,w,d
2728,e,f,y,g,n,f,b,p,t,w,p,w,d
2729,e,x,y,n,n,f,b,u,t,w,w,w,d
2730,e,x,s,g,n,f,b,h,t,w,w,w,g
2731,e,f,f,n,n,f,b,n,t,w,g,w,d
2732,e,x,y,g,n,f,b,w,t,g,p,w,d
2733,e,x,y,g,n,f,b,n,t,w,p,w,d
2734,e,x,f,n,n,f,b,u,t,g,w,w,d
2735,e,x,f,e,n,f,b,u,t,g,g,w,d
2736,e,x,y,e,n,f,b,n,t,g,g,w,d
